#,catalog,sub category,Name,Price,date
8081,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga белая (2кг.),"48,00 ",09.01.2024
8082,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga голубой (2кг.),"48,00 ",09.01.2024
8108,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga жасмин(2кг.),"48,00 ",09.01.2024
8109,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga карамель 2 кг,"48,00 ",09.01.2024
8083,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga коричневый(2кг.),"48,00 ",09.01.2024
8110,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga кофейный 2 кг,"48,00 ",09.01.2024
8111,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga красно-кирпичный 2 кг,"48,00 ",09.01.2024
8084,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga кремовый (2кг.),"48,00 ",09.01.2024
8085,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga ореховый (2кг.),"48,00 ",09.01.2024
8086,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga персик (2кг.),"48,00 ",09.01.2024
8087,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga светло-бежевый (2кг.),"48,00 ",09.01.2024
8088,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga светло-коричневый (2кг.),"48,00 ",09.01.2024
8089,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga светло-серый (2кг.),"48,00 ",09.01.2024
8090,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga серый(2кг.),"48,00 ",09.01.2024
8112,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga Сиреневый 2 кг,"48,00 ",09.01.2024
8091,Декоративные покрытия,Затирки для швов,Затирка Полимин Fuga черный (2кг.),"48,00 ",09.01.2024
2938,Клеи,Penosil,PENOSIL Клей ПВА Влагостойкий Premium WoodFix PVA D3 647 500 ml white KUMB,"53,00 ",09.01.2024
2939,Клеи,Penosil,PENOSIL Клей холодная сварка Premium FastFix Metal 30 ml,"45,00 ",09.01.2024
2940,Клеи,Penosil,PENOSIL Клей холодная сварка Premium FastFix Plastic 30 ml,"45,00 ",09.01.2024
2941,Клеи,Penosil,PENOSIL Клей холодная сварка Premium FastFix Wood 30 ml,"45,00 ",09.01.2024
7304,Клеи,Penosil,PENOSIL Пропитка для бетона Premium DustProofer NOBA 5L,"285,00 ",09.01.2024
2481,Клеи,Клеи для обоев,Glasfaserkleber /Клей для стеклообоев 750 g,"39,00 ",09.01.2024
2483,Клеи,Клеи для обоев,Nahtkleber Клей для обойных швов 60 g,"33,00 ",09.01.2024
2486,Клеи,Клеи для обоев,Power Universal Клей обойный универсальный 200 g,"33,00 ",09.01.2024
2485,Клеи,Клеи для обоев,Power Universal/Клей обойный универсальный 100 g,"23,00 ",09.01.2024
6301,Клеи,Клеи для обоев,PUFAS Glutolin GLS Клей для стеклообоев10 кг,"295,00 ",09.01.2024
6303,Клеи,Клеи для обоев,"REMO Готовый клей для стеклообоев, 10 кг","195,00 ",09.01.2024
2482,Клеи,Клеи для обоев,Universal Wallpaper Paste/обойный клей 250 g,"39,00 ",09.01.2024
2484,Клеи,Клеи для обоев,Universalkleister обойный клей универсальный 250 g,"38,00 ",09.01.2024
2489,Клеи,Клеи для обоев,Защитное обойное средство baufan Tapetenschutz 1 l,"132,50 ",09.01.2024
2487,Клеи,Клеи для обоев,Клей ЗС для стеклообоев Glasgewebekleber 10кг,"295,00 ",09.01.2024
2488,Клеи,Клеи для обоев,Клей ЗС для стеклообоев Glasgewebekleber 5кг,"151,00 ",09.01.2024
2490,Клеи,Клеи для обоев,Средство для снятия обоев 1 l baufan Rauhfaser-Kraftlöser,"80,75 ",09.01.2024
2943,Клеи,Клеи под пистолет,PENOSIL Гибридный клей герметик Premium ClearFix 705 290 ml Transparent,"87,00 ",09.01.2024
2944,Клеи,Клеи под пистолет,PENOSIL Гибридный клей-герметик Premium Seal&Fix 709 290 ml KUMB (MS-Adhesive),"60,00 ",09.01.2024
2945,Клеи,Клеи под пистолет,PENOSIL Клей монтажный Premium SuperFix 626 310 ml White,"33,00 ",09.01.2024
2946,Клеи,Клеи под пистолет,PENOSIL Клей монтажный быстрой фиксации Premium All Interior SpeedFix 697 290 ml White,"36,00 ",09.01.2024
2947,Клеи,Клеи под пистолет,PENOSIL Клей монтажный каучуковый Premium Speedfix Clear 909 290 ml UKR Transparent,"60,00 ",09.01.2024
2799,Клеи,Клеи под пистолет,Герметик-клей для зеркал 280 мл Монтажник,"33,00 ",09.01.2024
2801,Клеи,Клеи под пистолет,Клей ЗС Styroporkleber 280 мл,"21,00 ",09.01.2024
2803,Клеи,Клеи под пистолет,Клей монтажный «Жидкие гвозди SuperPower» Монтажник,"35,00 ",09.01.2024
2805,Клеи,Клеи под пистолет,Клей монтажный прозр.» Жидкие гвозди» ТМ «Звезда»,"30,00 ",09.01.2024
2807,Клеи,Клеи под пистолет,Клей монтажный прозрачный » Жидкие гвозди » 280мл Монтажник,"30,00 ",09.01.2024
6879,Лаки и Краски,Дисперсионные краски,baufan Краска матовая латексная Latexfarbe 10 L,"459,00 ",09.01.2024
8040,Лаки и Краски,Дисперсионные краски,baufan Краска матовая латексная Latexfarbe 5L,"279,00 ",09.01.2024
6881,Лаки и Краски,Дисперсионные краски,baufan Краска фасадная Fassadenfarbe Standart 10 L,"490,00 ",09.01.2024
6880,Лаки и Краски,Дисперсионные краски,baufan Краска фасадная Fassadenfarbe Standart 5 L,"269,00 ",09.01.2024
6883,Лаки и Краски,Дисперсионные краски,"Краска MGF M1 Eco Weiss/1,4кг","21,00 ",09.01.2024
6884,Лаки и Краски,Дисперсионные краски,Краска MGF M1 Eco Weiss/14кг,"155,00 ",09.01.2024
6885,Лаки и Краски,Дисперсионные краски,"Краска MGF M1 Eco Weiss/3,5кг","55,50 ",09.01.2024
6886,Лаки и Краски,Дисперсионные краски,Краска MGF M1 Eco Weiss/7кг,"98,00 ",09.01.2024
6912,Лаки и Краски,Дисперсионные краски,Краска ЗС «Mattlatex» 14 кг,"429,00 ",09.01.2024
6913,Лаки и Краски,Дисперсионные краски,"Краска ЗС «Mattlatex» 3,5 кг","110,00 ",09.01.2024
6914,Лаки и Краски,Дисперсионные краски,Краска ЗС «Mattlatex» 7 кг,"208,00 ",09.01.2024
6901,Лаки и Краски,Дисперсионные краски,"Краска ЗС Kuche & Bad Farbex 3,5кг","89,00 ",09.01.2024
6902,Лаки и Краски,Дисперсионные краски,Краска ЗС Polarweiss 14кг,"318,00 ",09.01.2024
6903,Лаки и Краски,Дисперсионные краски,"Краска ЗС Polarweiss 3,5кг","93,50 ",09.01.2024
6904,Лаки и Краски,Дисперсионные краски,Краска ЗС Polarweiss 7кг,"169,50 ",09.01.2024
6905,Лаки и Краски,Дисперсионные краски,Краска ЗС Seidenlatex 10л,"896,50 ",09.01.2024
6906,Лаки и Краски,Дисперсионные краски,"Краска ЗС Seidenlatex 2,5л","242,00 ",09.01.2024
6907,Лаки и Краски,Дисперсионные краски,Краска ЗС Silicon Fassad 10л,"572,00 ",09.01.2024
6908,Лаки и Краски,Дисперсионные краски,Краска ЗС Silicon Fassad 5л,"256,50 ",09.01.2024
6909,Лаки и Краски,Дисперсионные краски,Краска ЗС WeissFarbe 14 кг,"240,00 ",09.01.2024
6910,Лаки и Краски,Дисперсионные краски,"Краска ЗС WeissFarbe 3,5 кг","62,50 ",09.01.2024
6911,Лаки и Краски,Дисперсионные краски,Краска ЗС WeissFarbe 7 кг,"131,00 ",09.01.2024
6887,Лаки и Краски,Дисперсионные краски,"Краска латексная MGF М100/1,4кг","49,50 ",09.01.2024
6888,Лаки и Краски,Дисперсионные краски,Краска латексная MGF М100/14кг,"429,00 ",09.01.2024
6889,Лаки и Краски,Дисперсионные краски,"Краска латексная MGF М100/3,5кг","110,00 ",09.01.2024
6890,Лаки и Краски,Дисперсионные краски,Краска латексная MGF М100/7кг,"208,00 ",09.01.2024
6882,Лаки и Краски,Дисперсионные краски,Краска по бетону RAL 7032 BB — BodenFinish 5 l,"419,00 ",09.01.2024
6893,Лаки и Краски,Дисперсионные краски,"Краска фасадная MGF M690 Eco Fassade 3,5 кг","100,00 ",09.01.2024
6897,Лаки и Краски,Дисперсионные краски,"Краска фасадная MGF M90 Fassadenfarbe 3,5 кг","127,50 ",09.01.2024
6891,Лаки и Краски,Дисперсионные краски,"Краска фасадная MGF М690/1,4кг EcoFassade","37,50 ",09.01.2024
6892,Лаки и Краски,Дисперсионные краски,Краска фасадная MGF М690/14кг EcoFassade,"350,00 ",09.01.2024
6894,Лаки и Краски,Дисперсионные краски,Краска фасадная MGF М690/7кг EcoFassade,"187,00 ",09.01.2024
6898,Лаки и Краски,Дисперсионные краски,Краска фасадная MGF М90/ 7кг Fassadenfarbe,"230,00 ",09.01.2024
6895,Лаки и Краски,Дисперсионные краски,"Краска фасадная MGF М90/1,4кг Fassadenfarbe","44,00 ",09.01.2024
6896,Лаки и Краски,Дисперсионные краски,Краска фасадная MGF М90/14кг Fassadenfarbe,"434,50 ",09.01.2024
6899,Лаки и Краски,Дисперсионные краски,"Краска фасадная Дюфа база B3 Fasaden Mix transparent 2,5л","223,50 ",09.01.2024
6900,Лаки и Краски,Дисперсионные краски,Краска фасадная Дюфа база B3 Fasaden Mix transparent 9 л,"709,50 ",09.01.2024
2040,Ламинированные полы,Castello,0709RFCTC8,"104,00 ",09.01.2024
2042,Ламинированные полы,Castello,1665RFCTC8,"104,00 ",09.01.2024
2044,Ламинированные полы,Castello,3351RFCTC8,"104,00 ",09.01.2024
2036,Ламинированные полы,Castello,4282RFCTC8,"104,00 ",09.01.2024
6436,Ламинированные полы,Castello,4289RFCTC8,"99,00 ",09.01.2024
2046,Ламинированные полы,Castello,5236RFCTC8,"104,00 ",09.01.2024
2048,Ламинированные полы,Castello,5239RFCTC8,"104,00 ",09.01.2024
2050,Ламинированные полы,Castello,5339RFCTC8,"104,00 ",09.01.2024
2030,Ламинированные полы,Castello,5340RFCTC8,"104,00 ",09.01.2024
2032,Ламинированные полы,Castello,5529RFCTC8,"104,00 ",09.01.2024
2052,Ламинированные полы,Castello,8072RFCTC8,"104,00 ",09.01.2024
6426,Ламинированные полы,Castello,8222RFCTC8,"99,00 ",09.01.2024
2026,Ламинированные полы,Castello,8259RFCTC8,"104,00 ",09.01.2024
6438,Ламинированные полы,Castello,8642RFCTC8,"99,00 ",09.01.2024
 non,Ламинированные полы,Castello,8721RFCTC8,"104,00 ",09.01.2024
2058,Ламинированные полы,Castello,8722WOCTC8,"104,00 ",09.01.2024
2060,Ламинированные полы,Castello,8726RFCTC8,"99,00 ",09.01.2024
2062,Ламинированные полы,Castello,8731RFCTC8,"104,00 ",09.01.2024
2034,Ламинированные полы,Castello,8766RFCTC8,"104,00 ",09.01.2024
6440,Ламинированные полы,Castello,K034RFCTC8,"99,00 ",09.01.2024
8299,Ламинированные полы,Castello,Kronospan Ламинат Castello Classic 5946 Дуб Рокфорд,"104,00 ",09.01.2024
2022,Ламинированные полы,Castello,К039RFCTC8,"104,00 ",09.01.2024
2038,Ламинированные полы,Castello,К040RFCTC8,"99,00 ",09.01.2024
 non,Ламинированные полы,Castello,К042RFCTC8,"99,00 ",09.01.2024
2028,Ламинированные полы,Castello,К056RFCTC8,"104,00 ",09.01.2024
6430,Ламинированные полы,Castello,К274RFCTC8,"99,00 ",09.01.2024
6432,Ламинированные полы,Castello,К277RFCTC8,"104,00 ",09.01.2024
6428,Ламинированные полы,Castello,К337RFCTC8,"104,00 ",09.01.2024
6434,Ламинированные полы,Castello,К395RFCTC8,"104,00 ",09.01.2024
2064,Ламинированные полы,Floordreams Vario,V4-AC4 12mm4279,"195,00 ",09.01.2024
2066,Ламинированные полы,Floordreams Vario,V4-AC4 12mm5541,"199,00 ",09.01.2024
2068,Ламинированные полы,Floordreams Vario,V4-AC4 12mm5542,"199,00 ",09.01.2024
2070,Ламинированные полы,Floordreams Vario,V4-AC4 12mm8630,"199,00 ",09.01.2024
2072,Ламинированные полы,Floordreams Vario,V4-AC4 12mm8633,"195,00 ",09.01.2024
6442,Ламинированные полы,Floordreams Vario,V4-AC4 12mmK001,"195,00 ",09.01.2024
6444,Ламинированные полы,Floordreams Vario,V4-AC4 12mmK002,"195,00 ",09.01.2024
2074,Ламинированные полы,Floordreams Vario,V4-AC4 12mmK060,"199,00 ",09.01.2024
2076,Ламинированные полы,Kronofix,8481КА7,"99,00 ",09.01.2024
2078,Ламинированные полы,Super Natural Classic,AC4 8mmV4-3905,"169,00 ",09.01.2024
 non,Ламинированные полы,Super Natural Classic,AC4 8mmV4-5541,"169,00 ",09.01.2024
2082,Ламинированные полы,Super Natural Classic,AC4 8mmV4-5542,"169,00 ",09.01.2024
2084,Ламинированные полы,Super Natural Classic,AC4 8mmV4-8575,"169,00 ",09.01.2024
2086,Ламинированные полы,Super Natural Classic,AC4 8mmV4-8630,"169,00 ",09.01.2024
6446,Ламинированные полы,Super Natural Classic,AC4 8mmV4-8631,"169,00 ",09.01.2024
2088,Ламинированные полы,Super Natural Classic,AC4 8mmV4-8632,"169,00 ",09.01.2024
2090,Ламинированные полы,Super Natural Classic,AC4 8mmV4-8633,"169,00 ",09.01.2024
2092,Ламинированные полы,Super Natural Classic,AC4 8mmV4-8634,"169,00 ",09.01.2024
2094,Ламинированные полы,Super Natural Classic,AC4 8mmV4-K061,"169,00 ",09.01.2024
2096,Ламинированные полы,Super Natural Classic,AC4 8mmV4-К037,"169,00 ",09.01.2024
8301,Ламинированные полы,Super Natural Classic,Ламинат Krono Original Super Natural Classic Дуб Колорадо 5543 (Colorado Oak),"169,00 ",09.01.2024
8307,Ламинированные полы,Super Natural Classic,Ламинат Krono Original Vintage Classic K412 Дуб Дублон (Oak Dublon),"188,00 ",09.01.2024
6450,Ламинированные полы,Variostep Classic,AC4 8mm V4-5303,"137,00 ",09.01.2024
2110,Ламинированные полы,Variostep Classic,AC4 8mm V4-К031,"137,00 ",09.01.2024
2112,Ламинированные полы,Variostep Classic,AC4 8mm V4-К032,"129,00 ",09.01.2024
2114,Ламинированные полы,Variostep Classic,AC4 8mm V4-К047,"137,00 ",09.01.2024
6448,Ламинированные полы,Variostep Classic,AC4 8mmV4-4274,"137,00 ",09.01.2024
6452,Ламинированные полы,Variostep Classic,AC4 8mmV4-7389,"137,00 ",09.01.2024
2098,Ламинированные полы,Variostep Classic,AC4 8mmV4-7677,"137,00 ",09.01.2024
6454,Ламинированные полы,Variostep Classic,AC4 8mmV4-8169,"137,00 ",09.01.2024
2100,Ламинированные полы,Variostep Classic,AC4 8mmV4-8199,"137,00 ",09.01.2024
2102,Ламинированные полы,Variostep Classic,AC4 8mmV4-8274,"137,00 ",09.01.2024
2116,Ламинированные полы,Variostep Classic,AC4 8mmV4-К264,"137,00 ",09.01.2024
 non,Ламинированные полы,Variostep Classic,AC4 8mmV4-К278,"137,00 ",09.01.2024
2120,Ламинированные полы,Variostep Classic,AC4 8mmV4-К281,"137,00 ",09.01.2024
2104,Ламинированные полы,Variostep Classic,AC4 8mmV4-К398,"137,00 ",09.01.2024
2106,Ламинированные полы,Variostep Classic,AC4 8mmV4-К399,"137,00 ",09.01.2024
2108,Ламинированные полы,Variostep Classic,AC4 8mmV4-К406,"137,00 ",09.01.2024
2122,Ламинированные полы,Vintage Classic,SUPC1033-5237RF,"169,00 ",09.01.2024
2124,Ламинированные полы,Vintage Classic,V4-AC4 10mm 0101,"187,00 ",09.01.2024
6456,Ламинированные полы,Vintage Classic,V4-AC4 10mm 3909,"187,00 ",09.01.2024
2126,Ламинированные полы,Vintage Classic,V4-AC4 10mm 5535,"187,00 ",09.01.2024
2128,Ламинированные полы,Vintage Classic,V4-AC4 10mm 5536,"187,00 ",09.01.2024
6458,Ламинированные полы,Vintage Classic,V4-AC4 10mm 5537,"187,00 ",09.01.2024
6460,Ламинированные полы,Vintage Classic,V4-AC4 10mm 5539,"187,00 ",09.01.2024
2132,Ламинированные полы,Vintage Classic,V4-AC4 10mm 8155,"188,00 ",09.01.2024
2134,Ламинированные полы,Vintage Classic,V4-AC4 10mm 8156,"188,00 ",09.01.2024
2136,Ламинированные полы,Vintage Classic,V4-AC4 10mm 8157,"188,00 ",09.01.2024
6464,Ламинированные полы,Vintage Classic,V4-AC4 10mm 8158,"187,00 ",09.01.2024
6466,Ламинированные полы,Vintage Classic,V4-AC4 10mm K054,"187,00 ",09.01.2024
6462,Ламинированные полы,Vintage Classic,V4AC410VC5943,"189,00 ",09.01.2024
2130,Ламинированные полы,Vintage Classic,V4AC410VC5953,"189,00 ",09.01.2024
2145,Ламинированные полы,Vintage Classic,V4AC410W1VC5944,"187,00 ",09.01.2024
8723,Ламинированные полы,Подложка под ламинат,"Подложка листовая 1050×500×2мм, желтая уп.5,25м2 (126 м2 короб)","9,00 ",09.01.2024
2137,Ламинированные полы,Подложка под ламинат,Подложка листовая XXL 1200х500х3 Cерая/ 6м2 / (72 м2 кор),"10,00 ",09.01.2024
2138,Ламинированные полы,Подложка под ламинат,Подложка пробковая/ 10м*1м*2мм/ рул.10м2/,"48,00 ",09.01.2024
2140,Ламинированные полы,Подложка под ламинат,"Подложка-гармошка с пароизоляцией фольга 1050х500х3мм Оранжевая/уп.10,5м2/","14,00 ",09.01.2024
2141,Ламинированные полы,Подложка под ламинат,"Подложка-гармошка тёплый пол 1050х500х1.8/Розовая/8,4м2/","15,50 ",09.01.2024
2142,Ламинированные полы,Подложка под ламинат,"Подложка-Гармошка1050х500х3 Оранжевая/10,5м2/ (94,5 м2 кор)","13,50 ",09.01.2024
2143,Ламинированные полы,Подложка под ламинат,"Подложка-Листовая1050х500х5 Синяя/5,25м2/ (52.5м2 кор)","14,00 ",09.01.2024
8725,Ламинированные полы,Подложка под ламинат,"Хвойная подложка STEICO underfloor, 3 mm, в упаковке 9.322 м2 / 20 листов (0,590*0,790), Артикул STEICO3","29,00 ",09.01.2024
8727,Ламинированные полы,Подложка под ламинат,"Хвойная подложка STEICO underfloor, 4 mm, в упаковке 6.992 м2 / 15 листов (0,590*0,790)","32,00 ",09.01.2024
8729,Ламинированные полы,Подложка под ламинат,"Хвойная подложка STEICO underfloor, 5,5 mm, в упаковке 6.992 м2 / 15 листов (0,590*0,790)","35,00 ",09.01.2024
2144,Ламинированные полы,Средства д/ламината,Click Guard,"87,00 ",09.01.2024
2951,Мастики,Penosil,PENOSIL Гидроизолиционная мастика Premium AquaBrake Fiber NOBA 1.3 kg,"80,00 ",09.01.2024
7307,Мастики,Penosil,"PENOSIL Гидроизоляционная мастика Premium AquaBrake Fiber NOBA 7,0 kg","363,00 ",09.01.2024
2952,Мастики,Penosil,PENOSIL Кровельная мастика Premium RoofMastic 3L Grey,"169,00 ",09.01.2024
2953,Мастики,Penosil,PENOSIL Кровельная мастика Premium RoofMastic NOBA 1 L grey,"62,00 ",09.01.2024
 non,Мастики,Penosil,"PENOSIL Лента расширяющая Premium Expanding Tape 300 15/6-10mm Grey, 5,6 m/rl",0,09.01.2024
3098,Модульная металлочерепица,Rialto,Металлочерепица RIALTO 350 D-MATT 7024 Графит,"210,00 ",09.01.2024
3099,Модульная металлочерепица,Rialto,Металлочерепица RIALTO 350 D-MATT 8017,"210,00 ",09.01.2024
3100,Модульная металлочерепица,Venecja,Металлочерепица VENECJA 350 D-Matt 8004,"210,00 ",09.01.2024
3101,Модульная металлочерепица,Venecja,Металлочерепица VENECJA 350 D-Matt 8017,"210,00 ",09.01.2024
3102,Модульная металлочерепица,Venecja,Металлочерепица VENECJA 350 D-Matt 9005,"210,00 ",09.01.2024
3103,Модульная металлочерепица,Venecja,Металлочерепица VENECJA 350 X-Matt 757 Вишня,"210,00 ",09.01.2024
3104,Модульная металлочерепица,Venecja,Металлочерепица Wave 350 Safe-Matt 8019,"180,00 ",09.01.2024
3151,Модульная металлочерепица,Битумные ленты,LOODBAND 15*10м- Битумная алюминиевая лента ЗЕЛЕНЫЙ,"320,00 ",09.01.2024
3152,Модульная металлочерепица,Битумные ленты,LOODBAND 15см*10м лента Битумная аллюминиевая свинец,"320,00 ",09.01.2024
3153,Модульная металлочерепица,Битумные ленты,LOODBAND 15см*10м- Битумная алюминиевая лента АЛЮМИНЕВЫЙ,"320,00 ",09.01.2024
3154,Модульная металлочерепица,Битумные ленты,LOODBAND 15см*10м- Битумная алюминиевая лента КРАСНЫЙ,"320,00 ",09.01.2024
3155,Модульная металлочерепица,Битумные ленты,LOODBAND 20см*10м Битумная алюминиевая лента свинец,"400,00 ",09.01.2024
3156,Модульная металлочерепица,Битумные ленты,LOODBAND 20см*10м- Битумная алюминиевая лента АЛЮМИНЕВЫЙ,"420,00 ",09.01.2024
3157,Модульная металлочерепица,Битумные ленты,LOODBAND 20см*10м- Битумная алюминиевая лента КРАСНЫЙ,"400,00 ",09.01.2024
3158,Модульная металлочерепица,Битумные ленты,LOODBAND 30*10м- Битумная алюминиевая лента АЛЮМИНИЕВЫЙ,"600,00 ",09.01.2024
3159,Модульная металлочерепица,Битумные ленты,LOODBAND 30*10м- Битумная алюминиевая лента КРАСНЫЙ,"600,00 ",09.01.2024
3160,Модульная металлочерепица,Битумные ленты,LOODBAND 30*10м- Битумная алюминиевая лента СВИНЕЦ,"600,00 ",09.01.2024
3136,Модульная металлочерепица,Крепеж,"Саморез Torx 8019 35-4,8 250 шт","1,40 ",09.01.2024
3137,Модульная металлочерепица,Крепеж,"Саморез Torx 9005 35-4,8 250 шт","1,40 ",09.01.2024
3138,Модульная металлочерепица,Крепеж,"Саморез Venecja 015 19-4,8/2 250 шт","0,65 ",09.01.2024
3139,Модульная металлочерепица,Крепеж,"Саморез Venecja 7024 19х4,8/2 (250 шт) упак.","0,65 ",09.01.2024
3140,Модульная металлочерепица,Крепеж,"Саморез Venecja 742(8004) 19х4,8/2 (250 шт) упак.","0,65 ",09.01.2024
3141,Модульная металлочерепица,Крепеж,"Саморез Venecja 757 19х4,8/2 (250 шт) упак.","0,65 ",09.01.2024
3142,Модульная металлочерепица,Крепеж,"Саморез Venecja 8017 19х4,8/2 (250 шт) упак.","0,65 ",09.01.2024
3143,Модульная металлочерепица,Крепеж,"Саморез Venecja 8019 19-4,8/2 250 шт","0,65 ",09.01.2024
3144,Модульная металлочерепица,Крепеж,"Саморез Тогх 3009 35х4,8 (250 шт) упак.","1,40 ",09.01.2024
3145,Модульная металлочерепица,Крепеж,"Саморез Тогх 7024 35х4,8 (250 шт) упак.","1,40 ",09.01.2024
3146,Модульная металлочерепица,Крепеж,"Саморез Тогх 8004 35х4,8 (250 шт) упак.","1,40 ",09.01.2024
3147,Модульная металлочерепица,Крепеж,"Саморез Тогх 8017 35х4,8 (250 шт) упак.","1,40 ",09.01.2024
3148,Модульная металлочерепица,Крепеж,Саморезы 4.8×35 3005 П,"0,60 ",09.01.2024
3149,Модульная металлочерепица,Крепеж,Саморезы 4.8×35 3011 П,"0,60 ",09.01.2024
3150,Модульная металлочерепица,Крепеж,Саморезы 4.8×35 8017 П,"0,60 ",09.01.2024
3105,Модульная металлочерепица,Планки,Вентиляционная стартовая планка D-MATT 8004,"49,00 ",09.01.2024
3106,Модульная металлочерепица,Планки,Вентиляционная стартовая планка D-MATT 8017,"49,00 ",09.01.2024
3107,Модульная металлочерепица,Планки,Заглушка конька DG-30 D-Matt 8004,"79,00 ",09.01.2024
3108,Модульная металлочерепица,Планки,Заглушка конька DG-30 D-MATT 8017,"79,00 ",09.01.2024
3109,Модульная металлочерепица,Планки,Заглушка конька DG-30 D-MATT 9005,"81,00 ",09.01.2024
3110,Модульная металлочерепица,Планки,Конек для металлочерепицы GS-TILE Safe-Matt 8019,"218,00 ",09.01.2024
3111,Модульная металлочерепица,Планки,Конек для металлочерепицы GSV-23 D-MATT 9005,"275,00 ",09.01.2024
3112,Модульная металлочерепица,Планки,Конек круглый GSR-30 D-MATT 7024 Графит RIALTO,"275,00 ",09.01.2024
3113,Модульная металлочерепица,Планки,Конек круглый GSR-30 D-MATT 8017 RIALTO,"275,00 ",09.01.2024
3114,Модульная металлочерепица,Планки,Конек круглый GSV-30 D-MATT 8004 VENECJA,"275,00 ",09.01.2024
3115,Модульная металлочерепица,Планки,Конек круглый GSV-30 D-MATT 8017 VENECJA,"275,00 ",09.01.2024
3116,Модульная металлочерепица,Планки,Конек круглый GSV-30 Х-МАТТ 757 Вишня VENECJA,"297,00 ",09.01.2024
3117,Модульная металлочерепица,Планки,Модульная накладка фронтона (Venecja) левая D-MATT 9005,"89,00 ",09.01.2024
3118,Модульная металлочерепица,Планки,Модульная накладка фронтона (Venecja) правая D-MATT 9005,"89,00 ",09.01.2024
3119,Модульная металлочерепица,Планки,Модульная накладка фронтона Venecja левая D-MATT 8004,"89,00 ",09.01.2024
3120,Модульная металлочерепица,Планки,Модульная накладка фронтона Venecja левая D-MATT8017,"89,00 ",09.01.2024
3121,Модульная металлочерепица,Планки,Модульная накладка фронтона Venecja правая D-MATT 8004,"89,00 ",09.01.2024
3122,Модульная металлочерепица,Планки,Модульная накладка фронтона Venecja правая D-MATT8017,"89,00 ",09.01.2024
3123,Модульная металлочерепица,Планки,Снегозадержатель D-MATT 7024 Графит,"20,00 ",09.01.2024
3124,Модульная металлочерепица,Планки,Снегозадержатель D-Matt 8004,"20,00 ",09.01.2024
3125,Модульная металлочерепица,Планки,Снегозадержатель D-MATT 8017,"20,00 ",09.01.2024
3126,Модульная металлочерепица,Планки,Снегозадержатель D-MATT 9005,"20,00 ",09.01.2024
3127,Модульная металлочерепица,Планки,Снегозадержатель Х-МАТТ 757 Вишня,"20,00 ",09.01.2024
3128,Модульная металлочерепица,Пленки,Геотекстиль черный 50м/п TERRAPLAST GEOTEX 100 гр/м2,"16,85 ",09.01.2024
3133,Модульная металлочерепица,Пленки,Гидроизоляц.подкровельная с микроперфорацией жёлтая 50 м/п MASTERFOL YELLOW MP,"7,45 ",09.01.2024
3129,Модульная металлочерепица,Пленки,"Кровельная мембрана BUD МАТ 1,5m х 50mb (75m2) 135гр/м2","15,50 ",09.01.2024
3130,Модульная металлочерепица,Пленки,Мембрана супердиф. трехсл.135 гр/м2 50 м/п MASTERMAX 3 ClASSIC коричн.,"16,80 ",09.01.2024
3131,Модульная металлочерепица,Пленки,Мембрана супердиф. трехсл.155 гр/м2 50 м/п MASTERMAX 3 TOP чёрн.,"19,40 ",09.01.2024
3132,Модульная металлочерепица,Пленки,Мембрана супердиф. трехсл.175 гр/м2 50 м/п MASTERMAX 3 EXTRA зелён.,"22,30 ",09.01.2024
3134,Модульная металлочерепица,Пленки,Пароизоляц. белая 50 м/п MASTERFOL WHITE FOIL,"7,45 ",09.01.2024
3135,Модульная металлочерепица,Пленки,Фольгированная пароизоляция с алюминивым слоем 50 м/п MASTERFOL SOFT ALU,"19,00 ",09.01.2024
2954,Пены,Penosil,PENOSIL Клей пена универсальная Premium SpeedFix Construction 878 750 ml KUMB,"83,00 ",09.01.2024
2955,Пены,Penosil,PENOSIL Монтажная пена Premium Gunfoam 65 820 ml,"73,00 ",09.01.2024
2956,Пены,Penosil,PENOSIL Монтажная пена Premium Gunfoam 70 885 ml,"75,00 ",09.01.2024
2957,Пены,Penosil,PENOSIL Монтажная пена Standard Gunfoam 65 805 ml,"68,00 ",09.01.2024
2958,Пены,Penosil,PENOSIL Монтажная пена с трубкой Premium Foam 500 ml,"47,00 ",09.01.2024
2959,Пены,Penosil,PENOSIL Монтажная пена с трубкой Premium Foam 765 ml,"64,00 ",09.01.2024
2960,Пены,Penosil,PENOSIL Монтажная пена с трубкой Standard Foam 740 ml,"63,00 ",09.01.2024
2961,Пены,Penosil,PENOSIL Очиститель пены Premium Foam Cleaner 460 ml,"49,00 ",09.01.2024
