#,catalog,sub category,Name,Price,date
5590,Строительные интрументы,Шпатели и кельмы,Шпатель фасадный 35см,"36,00 ",09.01.2024
5592,Строительные интрументы,Шпатели и кельмы,Шпатель фасадный 45см,"40,45 ",09.01.2024
5594,Строительные интрументы,Шпатели и кельмы,Шпатель фасадный 60см,"62,00 ",09.01.2024
5596,Строительные интрументы,Шпатели и кельмы,Шпатель французский 17см,"72,00 ",09.01.2024
5598,Строительные интрументы,Шпатели и кельмы,Шпатель французский 22см,"78,60 ",09.01.2024
5600,Строительные интрументы,Шпатели и кельмы,Шпатель-мульти 2К,"30,00 ",09.01.2024
5602,Строительные интрументы,Шпатели и кельмы,Шпатель-скребок 3см,"26,50 ",09.01.2024
5604,Строительные интрументы,Шпатели и кельмы,Шпатель-скребок 5см,"28,00 ",09.01.2024
2840,Строительные интрументы,Строительный инвентарь,Бетономешалка 125 чугунный венец LIMEX,"3,900,00 ",09.01.2024
8702,Строительные интрументы,Строительный инвентарь,Бетономешалка 165 LS чугунный венец 700W,"4,900,00 ",09.01.2024
6374,Строительные интрументы,Строительный инвентарь,Бетономешалка 190 чугунный венец 850W LIMEX,"5,200,00 ",09.01.2024
2841,Строительные интрументы,Строительный инвентарь,Большой сегмент зубчатого колеса Z2,"165,00 ",09.01.2024
2842,Строительные интрументы,Строительный инвентарь,Выключатель д/бетономешалки,"250,00 ",09.01.2024
2843,Строительные интрументы,Строительный инвентарь,Колесо д/тачки 350*8 Чёрное,"250,00 ",09.01.2024
2844,Строительные интрументы,Строительный инвентарь,Колесо д/тачки 400*8 Цельнолитое Чёрное,"300,00 ",09.01.2024
2845,Строительные интрументы,Строительный инвентарь,Колесо д/тачки Полиуретан,"300,00 ",09.01.2024
2846,Строительные интрументы,Строительный инвентарь,Корыто д/тачки LIMEX,"350,00 ",09.01.2024
2847,Строительные интрументы,Строительный инвентарь,Ремень мотора д/бетономешалки LIMEX,"250,00 ",09.01.2024
6373,Строительные интрументы,Строительный инвентарь,Строительная тачка стандартная 100 литров LIMEX,"720,00 ",09.01.2024
2848,Строительные интрументы,Строительный инвентарь,Строительная тачка стандартная 85 литров грузоподьёмность 150 кг LIMEX,"650,00 ",09.01.2024
2849,Строительные интрументы,Строительный инвентарь,Чугунный венец д/бетономешалки 190,"700,00 ",09.01.2024
2850,Строительные интрументы,Строительный инвентарь,Шестеренка малая д/бетономешалки,"250,00 ",09.01.2024
5254,Структурные штукатурки,Кварцевые,Кварцевая штукатурка 23 кг FTS,"895,00 ",09.01.2024
4999,Структурные штукатурки,Кварцевые,Кварцевая штукатурка 6 кг FTS,"255,00 ",09.01.2024
5374,Структурные штукатурки,Мраморные,Мраморная штукатурка 23 кг FTS,"895,00 ",09.01.2024
5001,Структурные штукатурки,Мраморные,Мраморная штукатурка 6 кг FTS,"255,00 ",09.01.2024
8451,Структурные штукатурки,Сухие строительные смеси,Армирующий клей для пенополистерола и минеральной ваты Белый Полимин П-20Б ТЕПЛО-ФАСАД АРМ 25кг,"148,00 ",09.01.2024
8113,Структурные штукатурки,Сухие строительные смеси,"Белая штукатурка «короед» (зерно 2,5 мм) POLIMIN ШФ-3 ФАСАД-ДЕКОР","142,00 ",09.01.2024
8114,Структурные штукатурки,Сухие строительные смеси,Гидроизолирующая штукатурка POLIMIN ГИ-1 АКВА-БАРЬЕР 25кг,"193,00 ",09.01.2024
8453,Структурные штукатурки,Сухие строительные смеси,Гипсовая самовыравнивающая пол POLIMIN ТП-5 ТЕПЛЫЙ ПОЛ 20кг,"105,00 ",09.01.2024
8455,Структурные штукатурки,Сухие строительные смеси,Еластичний клей WS P-24 серый 25 kg,"158,00 ",09.01.2024
8115,Структурные штукатурки,Сухие строительные смеси,"Клей для армирования, крепления пенопол., минерал. ваты Polimin P-21 THERMO FACADE PRO 25 kg","108,00 ",09.01.2024
